Geneid	gene_name	control_R1	control_R2	control_R3	sox8_oe_R1	sox8_oe_R2	sox8_oe_R3
ENSGALG00000017893	RF00619	0	0	0	0	0	0
ENSGALG00000050139	NA	0	0	0	0	0	1
ENSGALG00000049710	NA	2	0	0	0	0	0
ENSGALG00000051531	NA	0	0	0	0	0	0
ENSGALG00000049770	NA	0	0	0	0	0	0
ENSGALG00000009759	SLC16A7	45	70	43	108	71	62
ENSGALG00000050070	NA	2	5	1	4	0	0
ENSGALG00000052108	NA	17	9	6	7	24	23
ENSGALG00000019361	TAFA2	5	5	9	0	20	6
ENSGALG00000049735	NA	0	0	1	0	3	0
ENSGALG00000055064	NA	0	0	0	0	0	5
ENSGALG00000030024	USP15	3550	2999	3391	2632	1993	2310
ENSGALG00000009795	MON2	1370	993	976	1013	669	771
ENSGALG00000018237	MIRLET7I	15	7	9	12	8	19
ENSGALG00000009805	PPM1H	199	81	163	231	35	96
ENSGALG00000051395	NA	23	2	14	0	26	44
ENSGALG00000049627	NA	0	0	0	4	0	0
ENSGALG00000040567	AVPR1A	0	2	1	11	17	10
ENSGALG00000049150	NA	0	0	0	0	0	0
ENSGALG00000009815	RXYLT1	1023	1140	1153	1448	671	766
ENSGALG00000009825	SRGAP1	1036	1255	840	1797	2629	2240
ENSGALG00000027682	C12orf66	2736	3004	3014	2604	359	894
ENSGALG00000049865	RPL18A	30695	46065	32092	33939	28717	25987
ENSGALG00000025464	RF00263	39	53	93	21	59	98
ENSGALG00000009835	XPOT	4880	4076	5343	4193	1707	1807
ENSGALG00000009840	TBK1	1294	1047	1111	1041	481	336
ENSGALG00000009842	RASSF3	314	534	433	359	201	129
ENSGALG00000009856	GNS	2398	2609	3128	3243	1108	964
ENSGALG00000009859	TBC1D30	175	186	108	301	233	345
ENSGALG00000039209	WIF1	69	55	40	42	36	0
ENSGALG00000009873	LEMD3	433	633	640	673	640	1086
ENSGALG00000026661	MSRB3	586	429	674	1570	710	703
ENSGALG00000009875	HMGA2	2554	4380	3026	4062	2841	3111
ENSGALG00000019358	LLPH	3551	6645	4551	4606	7785	5024
ENSGALG00000009879	NA	6263	4777	6214	6098	547	729
ENSGALG00000049353	NA	0	0	0	0	0	1
ENSGALG00000009885	HELB	229	215	249	289	189	108
ENSGALG00000009895	GRIP1	236	397	362	261	407	516
ENSGALG00000033879	CAND1	4169	5707	4758	4382	3030	3172
ENSGALG00000009901	DYRK2	277	475	428	265	610	526
ENSGALG00000009903	IFNG	0	0	0	0	0	0
ENSGALG00000009904	IL22	0	0	0	1	3	7
ENSGALG00000009905	MDM1	1457	1947	1407	1636	872	868
ENSGALG00000050641	NA	0	0	0	0	0	0
ENSGALG00000009927	RAP1B	11539	9175	10568	10797	2406	2647
ENSGALG00000009934	NUP107	10314	10882	10603	11247	2666	3905
ENSGALG00000009940	SLC35E3	1787	3007	2108	5155	4578	4097
ENSGALG00000053128	NA	12	0	0	12	0	9
ENSGALG00000049477	NA	1	0	23	10	44	71
ENSGALG00000009942	MDM2	2613	2396	3092	2453	1717	2136
ENSGALG00000009945	CPM	1945	1279	1352	3769	742	1082
ENSGALG00000055074	NA	0	0	0	0	0	0
ENSGALG00000019355	CPSF6	2979	5017	3415	4208	4434	3468
ENSGALG00000009963	LYZ	0	0	0	0	0	0
ENSGALG00000029135	YEATS4	1193	1526	1236	1388	601	784
ENSGALG00000009966	FRS2	99	231	174	218	113	45
ENSGALG00000009975	CCT2	49938	56052	54910	48099	16109	21994
ENSGALG00000047495	LRRC10	0	0	0	0	0	0
ENSGALG00000010018	CTSEAL	0	0	0	5	7	2
ENSGALG00000010029	BEST3	14	20	1	1	8	0
ENSGALG00000009959	NA	2335	2225	1873	10683	3071	3022
ENSGALG00000019352	NA	16	0	0	0	3	4
ENSGALG00000049993	NA	10	0	3	0	0	0
ENSGALG00000010042	CNOT2	4955	5631	5523	5565	2787	2272
ENSGALG00000010044	KCNMB4	112	158	80	164	131	123
ENSGALG00000010049	PTPRB	29	93	119	24	115	188
ENSGALG00000040855	PTPRR	92	93	57	72	14	31
ENSGALG00000046732	NA	0	0	0	0	0	0
ENSGALG00000010152	TSPAN8	0	0	0	0	1	0
ENSGALG00000052678	NA	0	0	0	0	0	0
ENSGALG00000010163	LGR5	475	533	706	556	187	308
ENSGALG00000010177	ZFC3H1	1280	1341	1616	1099	1748	2281
ENSGALG00000041783	TMEM19	863	800	1165	993	291	256
ENSGALG00000010183	RAB21	380	482	365	442	540	339
ENSGALG00000052261	NA	189	250	201	249	334	443
ENSGALG00000010190	TBC1D15	3000	2696	3294	3124	997	1314
ENSGALG00000010198	TPH2	47	189	164	167	187	47
ENSGALG00000047615	NA	12	0	35	4	47	37
ENSGALG00000010200	TRHDE	13	9	34	0	0	8
ENSGALG00000052790	NA	0	0	0	0	0	0
ENSGALG00000053800	NA	0	0	0	0	0	0
ENSGALG00000054127	NA	1	1	0	0	0	0
ENSGALG00000010204	KCNC2	83	56	54	100	64	41
ENSGALG00000010208	CAPS2	63	111	85	52	43	34
ENSGALG00000047516	NA	94	124	92	149	240	181
ENSGALG00000010222	NA	0	2	7	5	0	0
ENSGALG00000010223	NA	6	21	16	23	0	12
ENSGALG00000010224	GLIPR1L	12	39	0	13	51	57
ENSGALG00000010227	KRR1	5379	6505	5542	6152	4489	4855
ENSGALG00000039582	NA	2	12	0	9	1	3
ENSGALG00000034788	NA	80	100	119	170	48	87
ENSGALG00000010238	NAP1L1	24610	26750	25544	24290	19352	15416
ENSGALG00000033769	NA	56	107	68	59	299	189
ENSGALG00000010246	OSBPL8	359	419	324	430	511	384
ENSGALG00000047282	NA	0	0	0	0	0	0
ENSGALG00000010253	ZDHHC17	1630	2008	2743	1939	1866	1966
ENSGALG00000029921	CSRP2	8956	11459	8730	32981	11140	14728
ENSGALG00000031340	E2F7	199	227	112	483	72	145
ENSGALG00000034552	NA	37	62	53	54	30	53
ENSGALG00000054653	NA	38	9	26	16	26	84
ENSGALG00000047936	NA	20	6	51	8	26	60
ENSGALG00000010311	NAV3	90	204	186	152	186	294
ENSGALG00000049601	NA	0	0	1	0	0	0
ENSGALG00000041094	SYT1	77	131	35	50	155	90
ENSGALG00000010320	PAWR	191	197	171	240	839	353
ENSGALG00000050373	NA	30	112	179	30	374	558
ENSGALG00000046717	NA	0	0	0	0	0	0
ENSGALG00000010325	PPP1R12A	4586	6761	5575	6170	8756	7586
ENSGALG00000026490	RPS16	18516	31593	19525	25067	38049	23037
ENSGALG00000010342	OTOGL	179	133	285	225	395	973
ENSGALG00000051132	NA	0	0	22	0	0	7
ENSGALG00000010935	PTPRQ	2	8	12	0	0	0
ENSGALG00000010936	MYF6	28	35	17	54	8	18
ENSGALG00000028091	MYF5	0	1	0	0	1	0
ENSGALG00000010939	LIN7A	252	197	260	260	303	277
ENSGALG00000010940	ACSS3	198	408	416	652	338	403
ENSGALG00000010958	PPFIA2	47	72	67	47	16	93
ENSGALG00000028648	CCDC59	2580	3571	2793	3058	3784	2349
ENSGALG00000042269	METTL25	318	409	426	703	202	154
ENSGALG00000052461	NA	0	3	4	0	12	3
ENSGALG00000010975	TMTC2	356	383	279	197	424	315
ENSGALG00000050280	NA	1	0	0	0	0	0
ENSGALG00000053239	NA	0	0	0	0	0	0
ENSGALG00000050123	NA	0	0	0	0	0	0
ENSGALG00000010992	SLC6A15	669	802	722	686	699	627
ENSGALG00000027103	TSPAN19	12	0	17	2	3	4
ENSGALG00000044478	NA	198	152	272	160	158	236
ENSGALG00000027213	ALX1	1054	1291	772	89	7	45
ENSGALG00000047575	NA	2	16	9	0	0	0
ENSGALG00000027633	RASSF9	197	171	200	281	162	141
ENSGALG00000027192	NTS	13	12	12	4	50	6
ENSGALG00000028360	MGAT4C	0	0	4	0	2	0
ENSGALG00000045907	NA	0	0	0	0	0	0
ENSGALG00000053372	NA	0	0	0	0	0	0
ENSGALG00000045093	NA	281	271	493	295	344	239
ENSGALG00000011168	C1H12orf29	456	343	348	631	65	145
ENSGALG00000049176	NA	260	231	319	284	1002	726
ENSGALG00000051263	NA	33	73	65	14	103	180
ENSGALG00000011177	NA	450	536	681	545	828	1072
ENSGALG00000033106	TMTC3	5462	4352	5845	4871	2162	1756
ENSGALG00000011206	KITLG	112	212	105	208	60	62
ENSGALG00000011207	MKP3	1175	2702	1558	2353	1919	1515
ENSGALG00000052715	NA	4	12	25	7	34	17
ENSGALG00000035493	POC1B	2837	2668	2766	2598	500	601
ENSGALG00000030550	ATP2B1	1983	2528	1939	2214	1782	1658
ENSGALG00000051987	NA	0	0	0	0	0	0
ENSGALG00000054230	NA	0	0	0	0	0	0
ENSGALG00000052465	NA	0	0	0	0	0	0
ENSGALG00000048464	NA	0	0	0	0	0	0
ENSGALG00000011269	EPYC	1	2	10	0	0	0
ENSGALG00000011270	KERA	12	39	44	42	0	0
ENSGALG00000011271	LUM	422	211	312	1148	68	89
ENSGALG00000011274	DCN	825	796	711	1101	379	366
ENSGALG00000052564	NA	0	0	0	0	0	0
ENSGALG00000047529	NA	0	1	0	0	0	9
ENSGALG00000048220	NA	13	3	22	9	107	69
ENSGALG00000054813	NA	7	1	7	0	6	20
ENSGALG00000052884	NA	7	1	9	1	32	33
ENSGALG00000011276	BTG1	6040	7928	6574	9280	4303	4606
ENSGALG00000011277	C12orf74	53	33	72	22	7	97
ENSGALG00000011280	EEA1	1299	1996	1676	1763	2372	2905
ENSGALG00000050074	NA	0	0	0	0	0	0
ENSGALG00000049080	NA	3	0	3	15	20	5
ENSGALG00000054097	NA	0	0	0	0	1	2
ENSGALG00000011285	NA	802	904	755	695	946	815
ENSGALG00000030515	UBE2N	18388	19808	20641	18969	8147	10056
ENSGALG00000011293	MRPL42	5540	6860	5182	5042	4035	4439
ENSGALG00000054172	NA	142	281	197	217	292	300
ENSGALG00000050619	SOCS2	80	159	86	104	58	158
ENSGALG00000011297	CRADD	961	966	795	870	174	191
ENSGALG00000049110	NA	0	0	0	0	3	0
ENSGALG00000011309	PLXNC1	381	643	425	174	494	326
ENSGALG00000019336	CEP83	1095	1135	1117	911	812	1135
ENSGALG00000011320	TMCC3	133	156	274	317	307	181
ENSGALG00000011323	SNAPC3	354	690	490	445	267	321
ENSGALG00000051437	NA	0	0	0	0	0	15
ENSGALG00000011325	NDUFA12	7908	9719	8048	10054	2559	2379
ENSGALG00000011327	NR2C1	3652	3613	4272	3639	952	917
ENSGALG00000011342	FGD6	447	412	397	363	339	467
ENSGALG00000011357	VEZT	2643	3337	2872	3024	1203	1446
ENSGALG00000048536	NA	0	1	3	0	15	20
ENSGALG00000011377	METAP2	2965	4031	3419	3642	3411	3185
ENSGALG00000028788	RF00001	0	0	0	0	0	0
ENSGALG00000011400	USP44	3469	2508	3164	2585	718	930
ENSGALG00000011406	NTN4	12	0	1	18	2	0
ENSGALG00000011409	SNRPF	4982	11180	5895	7473	13115	6987
ENSGALG00000011414	AMDHD1	683	512	354	267	66	133
ENSGALG00000011421	HAL	42	77	67	5	52	98
ENSGALG00000033709	LTA4H	18652	15896	19403	17873	2210	2942
ENSGALG00000047244	NA	0	0	1	0	0	2
ENSGALG00000043701	ELK3	2967	3556	3141	2926	2906	1955
ENSGALG00000011456	CDK17	1027	712	1151	1040	435	784
ENSGALG00000011459	NA	70	32	118	74	0	49
ENSGALG00000047489	NA	2	6	15	4	3	33
ENSGALG00000030853	NA	32	50	36	26	5	69
ENSGALG00000031699	NEDD1	1982	1990	2598	2153	878	1002
ENSGALG00000048130	NA	0	7	4	6	0	13
ENSGALG00000025410	gga-mir-1691	0	0	1	0	0	0
ENSGALG00000025889	RF01967	16	22	26	28	30	46
ENSGALG00000026407	RF01968	0	0	1	0	0	1
ENSGALG00000029125	RF01969	8	7	7	7	13	17
ENSGALG00000026453	RF01970	4	8	13	7	21	13
ENSGALG00000018238	gga-mir-135a-2	0	1	2	0	0	0
ENSGALG00000042203	NA	0	0	2	0	0	0
ENSGALG00000019331	NA	0	0	0	0	0	0
ENSGALG00000011504	TMPO	17166	17271	21038	20082	4573	5469
ENSGALG00000011514	SLC25A3	30799	41712	30427	34309	16105	19275
ENSGALG00000024964	RF00563	13	14	9	0	10	27
ENSGALG00000026284	IKBIP	515	504	443	364	311	435
ENSGALG00000011531	APAF1	1219	348	631	670	78	85
ENSGALG00000011549	ANKS1B	87	155	148	61	54	81
ENSGALG00000011557	UHRF1BP1L	388	510	580	509	175	220
ENSGALG00000040976	ACTR6	10522	11412	12026	12685	3422	3568
ENSGALG00000011569	SCYL2	1006	720	719	915	391	284
ENSGALG00000041122	SLC17A8	0	31	6	0	0	3
ENSGALG00000011594	NR1H4	13	0	0	0	9	2
ENSGALG00000028373	GAS2L3	128	109	350	429	129	271
ENSGALG00000052442	NA	0	0	0	0	0	5
ENSGALG00000011614	ANO4	6	0	0	36	0	2
ENSGALG00000011633	SLC5A8	5	0	0	8	0	0
ENSGALG00000011643	UTP20	1560	3165	1957	1875	1922	2282
ENSGALG00000011651	ARL1	11441	15893	12781	14373	5489	7306
ENSGALG00000011662	NUP205	2537	4236	3208	3782	2983	3829
ENSGALG00000011682	CNOT4	1404	1875	1659	2010	1930	1532
ENSGALG00000011717	NA	15	2	11	0	2	2
ENSGALG00000011722	STRA8	0	3	3	8	7	14
ENSGALG00000011724	WDR91	2007	4309	2861	3556	2372	1880
ENSGALG00000048831	NA	47	84	93	59	271	257
ENSGALG00000044155	TMEM140	63	50	7	38	15	34
ENSGALG00000049974	NA	0	0	0	0	0	0
ENSGALG00000011727	AGBL3	0	0	0	0	0	0
ENSGALG00000025735	PDE6H	68	86	112	134	1	22
ENSGALG00000011738	ARHGDIB	12186	17146	13028	13868	5110	5385
ENSGALG00000011739	ERP27	0	12	9	0	1	17
ENSGALG00000011740	MGP	8	39	25	10	5	6
ENSGALG00000028560	OC3	0	0	0	0	0	4
ENSGALG00000011742	ART4	245	283	326	118	31	30
ENSGALG00000011743	SMCO3	0	0	0	0	0	0
ENSGALG00000011745	NA	2331	5026	2809	3687	3270	2871
ENSGALG00000049268	H2A-VII	19	13	25	32	16	31
ENSGALG00000050451	NA	0	0	0	0	0	0
ENSGALG00000011747	NA	1755	5793	2485	4849	11237	8402
ENSGALG00000050350	HIST1H2B7	56	55	41	70	98	74
ENSGALG00000048231	NA	23	53	25	56	62	76
ENSGALG00000053680	HIST1H46L2	95	126	115	114	108	102
ENSGALG00000031571	H2A-VII	2	5	7	7	9	4
ENSGALG00000048795	NA	0	0	0	0	0	0
ENSGALG00000049408	HIST1H2B8	109	178	199	73	259	276
ENSGALG00000038969	HIST2H3L	70	98	51	88	193	153
ENSGALG00000037322	HIST1H46	3	8	13	1	9	9
ENSGALG00000036908	NA	27	43	19	18	118	40
ENSGALG00000053262	HIST2H4B	37	35	24	37	35	42
ENSGALG00000049859	H2A-IX	44	129	43	125	134	95
ENSGALG00000049629	NA	0	0	0	0	0	0
ENSGALG00000049751	NA	87	199	114	96	74	111
ENSGALG00000031159	HIST1H110	13	27	10	11	33	39
ENSGALG00000047126	NA	160	183	169	170	66	100
ENSGALG00000035244	NA	817	734	706	710	204	222
ENSGALG00000051325	NA	19	113	57	15	77	49
ENSGALG00000048097	HIST1H4C	690	868	746	555	226	286
ENSGALG00000034631	NA	142	94	84	30	61	62
ENSGALG00000037167	HIST1H103	1761	6384	2450	5753	20353	12041
ENSGALG00000042491	NA	11	52	27	26	22	24
ENSGALG00000048451	NA	9	7	9	3	15	8
ENSGALG00000055014	NA	31	44	29	56	105	81
ENSGALG00000046198	NA	15	8	9	6	42	7
ENSGALG00000048212	H2A-VII	1	1	2	7	1	4
ENSGALG00000049248	NA	0	0	0	0	0	0
ENSGALG00000050250	NA	8	16	13	9	35	15
ENSGALG00000031874	HIST1H101	110	305	177	215	614	514
ENSGALG00000054083	H2A-VII	14	18	21	6	21	11
ENSGALG00000052897	NA	0	0	0	0	0	0
ENSGALG00000027571	NA	57	67	33	73	195	74
ENSGALG00000052030	H2A-VII	0	0	0	0	1	0
ENSGALG00000048312	NA	0	0	0	0	0	0
ENSGALG00000050309	NA	43	83	33	48	156	80
ENSGALG00000037666	NA	4	10	1	6	0	19
ENSGALG00000032645	H2A-VII	71	73	70	57	100	104
ENSGALG00000047886	NA	0	0	0	0	0	0
ENSGALG00000052649	H2B-V	89	82	93	70	142	67
ENSGALG00000027064	HIST1H3H	86	180	122	167	180	127
ENSGALG00000046904	NA	39	60	25	40	53	71
ENSGALG00000051251	NA	41	66	51	35	52	68
ENSGALG00000052284	H2A-VII	145	271	178	150	246	302
ENSGALG00000047073	NA	0	0	0	0	0	0
ENSGALG00000011783	HIST1H111R	0	21	10	21	161	67
ENSGALG00000053511	APOLD1	20	0	62	19	2	4
ENSGALG00000011794	DDX47	6151	6590	5712	5480	1412	1324
ENSGALG00000011796	NA	23	0	19	20	2	1
ENSGALG00000011798	HEBP1	1665	1312	1920	2746	245	448
ENSGALG00000011799	NA	3	20	0	0	0	0
ENSGALG00000011800	FAM234B	849	802	933	1025	596	482
ENSGALG00000011802	GSG1	40	0	39	99	36	51
ENSGALG00000054955	NA	16	11	2	34	15	8
ENSGALG00000011803	EMP1	1819	2036	1988	6397	2066	1982
ENSGALG00000026121	gga-mir-6581	0	0	0	0	0	0
ENSGALG00000052914	NA	0	0	0	1	0	0
ENSGALG00000011809	GRIN2B	52	3	35	5	126	77
ENSGALG00000054352	NA	0	0	0	1	0	0
ENSGALG00000047855	NA	0	8	0	0	2	3
ENSGALG00000011814	ATF7IP	1884	2547	2690	1899	2762	3172
ENSGALG00000029583	PLBD1	2820	1792	2189	2269	421	553
ENSGALG00000011838	GUCY2C	18	5	15	1	4	17
ENSGALG00000011847	TTC26	1123	1126	1333	1218	309	603
ENSGALG00000011854	UBN2	782	877	540	608	1982	1494
ENSGALG00000011856	FMC1	178	609	295	550	467	326
ENSGALG00000036238	LUC7L2	1610	2477	1723	1844	4324	4037
ENSGALG00000011859	GBE	235	239	267	507	369	512
ENSGALG00000028016	NA	3	3	37	0	54	26
ENSGALG00000019325	NA	21	46	59	32	0	61
ENSGALG00000017894	RF00007	4	1	6	2	12	6
ENSGALG00000011863	POLDIP3	6966	6641	7295	7721	2355	2439
ENSGALG00000011866	RRP7A	3162	5422	3760	4163	2588	1744
ENSGALG00000011867	SERHL2	891	1058	928	812	359	510
ENSGALG00000023193	SOCS1L	299	549	248	430	413	448
ENSGALG00000011872	NA	3	65	52	65	18	0
ENSGALG00000050848	NA	0	14	13	13	8	11
ENSGALG00000025388	gga-mir-1581	7	21	17	28	29	10
ENSGALG00000011878	TCF20	1091	1965	1199	1633	1810	2141
ENSGALG00000011894	CYP2D6	712	883	719	589	161	370
ENSGALG00000035223	NDUFA6	2810	5139	3144	4582	5275	4082
ENSGALG00000011897	SMDT1	392	650	500	493	964	592
ENSGALG00000011898	PHETA2	86	198	60	122	5	22
ENSGALG00000011900	NAGA	291	738	309	832	435	508
ENSGALG00000011908	WBP2NL	3340	4070	3630	3347	1492	1476
ENSGALG00000011913	SEPT3	86	72	55	19	12	30
ENSGALG00000049127	NA	136	258	36	42	75	18
ENSGALG00000011914	CENPM	2724	3128	2854	2725	912	911
ENSGALG00000019322	TNFRSF13C	0	0	0	0	0	0
ENSGALG00000045762	NA	1	29	5	18	58	53
ENSGALG00000041687	SREBF2	497	2934	1011	1527	4651	3846
ENSGALG00000018239	gga-mir-33-1	0	0	0	0	1	1
ENSGALG00000011918	CCDC134	2972	4399	3324	3702	1136	2386
ENSGALG00000031186	NA	18	13	39	35	157	79
ENSGALG00000050576	NA	50	0	20	18	37	61
ENSGALG00000011931	SNU13	26265	38561	29930	28329	12716	12072
ENSGALG00000011932	XRCC6	4332	4517	4139	4587	835	1312
ENSGALG00000047248	DESI1	4657	4411	4264	5404	487	933
ENSGALG00000038599	PMM1	683	1549	820	1075	731	748
ENSGALG00000030101	CSDC2	364	1090	548	837	574	537
ENSGALG00000011947	POLR3H	2959	4333	3237	3501	1065	1329
ENSGALG00000011950	ACO2	20961	21969	19201	23064	6177	6843
ENSGALG00000011953	PHF5A	14652	15825	14626	14006	5693	7345
ENSGALG00000011957	TOB2	466	1014	645	742	1622	1869
ENSGALG00000052912	NA	20	35	71	12	63	92
ENSGALG00000049545	NA	407	373	355	385	607	563
ENSGALG00000011958	TEF	430	472	403	572	370	340
ENSGALG00000052404	NA	0	0	0	0	16	13
ENSGALG00000011965	ZC3H7B	123	243	233	226	143	137
ENSGALG00000011966	RANGAP1	3985	8151	5061	6031	3659	3812
ENSGALG00000011970	CHADL	140	246	199	341	601	422
ENSGALG00000011976	L3MBTL2	1995	3298	2809	2579	1672	1673
ENSGALG00000011992	EP300	2590	5647	3226	3544	7720	6949
ENSGALG00000011993	RBX1	7580	12432	8893	10328	8601	6984
ENSGALG00000046744	NA	12	30	50	0	27	63
ENSGALG00000025224	gga-mir-1683	53	39	42	40	0	16
ENSGALG00000012003	XPNPEP3	907	1561	1065	1382	231	294
ENSGALG00000012007	ST13	27391	31895	29967	30379	12731	13117
ENSGALG00000012013	SLC25A17	12663	11538	13669	14039	2573	2501
ENSGALG00000012024	MRTFA	217	733	311	622	1188	1134
ENSGALG00000012033	SGSM3	112	92	38	84	28	42
ENSGALG00000012034	ADSL	2803	4460	2985	3111	1607	1973
ENSGALG00000012050	TNRC6B	1664	2183	1809	1209	2943	2744
ENSGALG00000051880	NA	0	8	4	16	0	12
ENSGALG00000045936	FAM83F	7	98	19	69	12	28
ENSGALG00000012056	GRAP2	2	4	18	0	4	19
ENSGALG00000054068	NA	0	0	0	0	0	0
ENSGALG00000052047	NA	0	1	0	0	0	3
ENSGALG00000035051	NA	0	0	2	2	3	24
ENSGALG00000054232	gga-mir-12209	0	0	0	0	0	0
ENSGALG00000024676	RF00100	0	0	0	0	0	0
ENSGALG00000029810	RPS19BP1	4930	8732	6381	7552	2710	3642
ENSGALG00000012135	ATF4	14684	23503	16402	20978	39481	25320
ENSGALG00000012144	MIEF1	356	1004	315	507	303	402
ENSGALG00000028989	NA	3	49	10	22	18	23
ENSGALG00000036743	MGAT3	671	774	684	595	1356	1037
ENSGALG00000012150	TAB1	2055	3072	2776	3142	970	904
ENSGALG00000027665	SYNGR1	245	756	320	305	481	301
ENSGALG00000012172	RPL3	20709	37463	21867	29517	81788	63971
ENSGALG00000053773	NA	0	1	3	0	2	8
ENSGALG00000048520	RF01151	14	92	31	30	32	46
ENSGALG00000036151	gga-mir-3538	0	0	0	0	0	0
ENSGALG00000017808	RF00593	0	1	1	1	0	0
ENSGALG00000012178	PDGFB	13	51	54	47	76	64
ENSGALG00000041236	CBX7	15	10	12	11	24	31
ENSGALG00000036867	CBX6	37	51	47	64	48	35
ENSGALG00000041604	NPTXR	2	41	7	0	24	0
ENSGALG00000043451	DNAL4	2863	3296	2989	3601	1215	935
ENSGALG00000048223	NA	6	0	1	7	0	1
ENSGALG00000034504	NA	0	2	0	5	1	0
ENSGALG00000028230	SUN2	23	67	18	29	5	18
ENSGALG00000030783	GTPBP1	711	1160	741	971	1460	1026
ENSGALG00000041766	JOSD1	35	76	16	48	4	11
ENSGALG00000019316	TOMM22	11857	18689	12919	15258	9228	9742
ENSGALG00000012218	CBY1	2691	3815	2858	3133	1487	1576
ENSGALG00000012236	DMC1	61	77	56	60	119	111
ENSGALG00000037360	DDX17	464	489	531	511	1143	764
ENSGALG00000044020	NA	32	27	39	20	111	100
ENSGALG00000032313	KDELR3	744	1202	730	1033	1062	858
ENSGALG00000012254	KCNJ4	3	0	3	0	0	13
ENSGALG00000053778	NA	0	0	3	0	1	1
ENSGALG00000032257	CSNK1E	1829	2666	1844	2900	2415	1883
ENSGALG00000012272	TMEM184B	2354	3413	2727	2355	3704	2858
ENSGALG00000012277	MAFF	237	1133	350	1107	1517	1038
ENSGALG00000012281	PLA2G6	281	696	540	675	265	396
ENSGALG00000012285	BAIAP2L2	23	29	2	2	79	25
ENSGALG00000036897	SLC16A8	5	17	17	48	5	12
ENSGALG00000041823	PICK1	2119	2393	1722	2785	1602	1526
ENSGALG00000038935	NA	13	56	19	6	1	0
ENSGALG00000012290	SOX10	3240	5899	3738	7562	8802	6980
ENSGALG00000012291	POLR2F	5135	8825	5951	9711	10650	7969
ENSGALG00000012293	C22orf23	229	153	148	227	83	222
ENSGALG00000012265	MICALL1	300	604	419	908	1366	1380
ENSGALG00000012299	ANKRD54	286	529	243	405	1310	978
ENSGALG00000012296	EIF3L	10187	14452	10528	14424	6047	6670
ENSGALG00000012307	GALR3	0	0	1	0	0	6
ENSGALG00000019312	NA	0	0	0	5	0	0
ENSGALG00000012312	GCAT	7225	9850	7760	11242	3559	3092
ENSGALG00000050386	NA	167	682	134	489	135	253
ENSGALG00000012410	NA	4070	6763	4803	4789	3467	2990
ENSGALG00000012416	NA	333	336	320	459	339	217
ENSGALG00000012419	NA	79	261	174	58	84	61
ENSGALG00000012420	CG-1B	145	229	123	125	115	48
ENSGALG00000023131	PDXP	462	883	458	616	175	230
ENSGALG00000012422	NA	6	0	0	0	23	1
ENSGALG00000039658	GGA1	47	162	26	94	71	124
ENSGALG00000003213	LGALS2	58	23	35	7	67	39
ENSGALG00000038556	CDC42EP1	151	751	370	174	384	306
ENSGALG00000042365	CARD10	0	109	77	61	155	188
ENSGALG00000012442	MFNG	110	23	0	1	1	33
ENSGALG00000038966	NA	1	0	7	0	0	2
ENSGALG00000012446	ELFN2	20	60	9	32	25	1
ENSGALG00000012454	CYTH4	0	0	0	0	1	8
ENSGALG00000012456	RAC2	4	4	1	0	20	3
ENSGALG00000012457	SSTR3	0	0	1	75	0	0
ENSGALG00000047483	C1QTNF6	1	39	38	15	0	17
ENSGALG00000042419	KCTD17	323	337	368	539	148	196
ENSGALG00000012472	IL2RB	1	0	1	0	2	1
ENSGALG00000012483	TMPRSS6	0	0	3	0	9	14
ENSGALG00000040840	MPST	1723	2512	2197	2581	458	908
ENSGALG00000012488	TST	1537	2607	1819	2436	1461	1316
ENSGALG00000012490	NA	0	0	10	15	18	5
ENSGALG00000025881	NA	0	2	0	0	0	0
ENSGALG00000050441	NA	0	0	2	0	0	0
ENSGALG00000038141	NCF4	0	11	14	1	0	0
ENSGALG00000012522	PVALB	21	26	22	0	19	3
ENSGALG00000042990	IFT27	905	1016	1071	1478	580	925
ENSGALG00000031977	CACNG2	0	0	0	1	0	0
ENSGALG00000025909	RF02271	0	4	5	0	9	18
ENSGALG00000012529	EIF3D	22283	29128	22510	22113	11137	11236
ENSGALG00000012530	FOXRED2	513	351	466	332	272	519
ENSGALG00000025194	gga-mir-1742	0	0	0	2	0	3
ENSGALG00000012532	TXN2	9924	13758	10200	12514	3995	4023
ENSGALG00000043092	MYH9	27810	28598	31691	30920	15984	16360
ENSGALG00000012540	RBFOX2	950	960	1115	836	1229	1173
ENSGALG00000012541	MB	21	9	52	6	54	59
ENSGALG00000012542	RASD2	351	599	383	189	47	21
ENSGALG00000012546	MCM5	8477	17331	10153	15077	6944	7197
ENSGALG00000012550	HMOX1	805	1452	878	577	208	439
ENSGALG00000012552	TOM1	259	846	621	590	258	294
ENSGALG00000044768	NA	132	172	150	143	50	34
ENSGALG00000052369	NA	317	598	330	671	216	239
ENSGALG00000053879	NA	0	0	0	0	0	0
ENSGALG00000036131	NA	0	0	0	0	0	0
ENSGALG00000053359	NA	0	11	0	0	0	6
ENSGALG00000012559	LARGE1	135	129	134	317	97	228
ENSGALG00000051610	NA	0	0	0	0	2	21
ENSGALG00000033589	SYN3	62	96	62	41	106	96
ENSGALG00000028627	TIMP3	908	1528	1055	878	1012	1230
ENSGALG00000012569	FBXO7	1865	2173	1657	2561	743	659
ENSGALG00000045260	NA	0	1	23	0	0	0
ENSGALG00000039479	BPIFC	3	21	0	13	0	2
ENSGALG00000012611	RTCB	9569	12329	10324	13061	3147	4058
